wavenumber,intensity
1447.0,3181.3600
1448.0,3651.3900
1449.0,4128.1200
1450.0,4591.3800
1451.0,5073.5700
1452.0,5444.3300
1453.0,5799.6300
1454.0,5764.9000
1455.0,5727.6800
1456.0,5471.9200
1457.0,5178.9900
1458.0,4848.8200
1459.0,4616.6200
1460.1,4269.0600
1461.1,3999.2600
1462.1,3779.6300
1463.1,3549.2500
1464.1,3324.7400
1465.1,3176.4800
1466.1,2968.7400
1467.1,2816.9700
1468.1,2717.5800
1469.1,2579.7000
1470.1,2435.4300
1471.1,2322.5900
1472.1,2157.5100
1473.1,1968.0100
1474.1,1828.5600
1475.1,1614.3700
1476.1,1477.6100
1477.1,1302.0900
1478.1,1194.2000
1479.1,1041.9400
1480.1,934.3500
1481.1,816.6400
1482.1,789.2800
1483.1,680.6800
1484.1,640.6900
1485.0,530.5900
1486.0,502.9600
1487.0,464.6400
1488.0,386.1600
1489.0,374.6700
1490.0,339.3200
1491.0,295.7500
1492.0,282.9200
1493.0,236.1000
1494.0,220.6900
1495.0,209.6500
1496.0,147.5600
1497.0,139.6100
1498.0,118.4000
1499.0,126.2000
1500.0,87.2500
1500.9,72.9000
1501.9,49.6700
1502.9,56.2200
1503.9,41.8600
1504.9,43.5400
1505.9,33.7800
1506.9,17.6500
1507.9,14.4800
1508.8,26.6600
1509.8,3.8500
1510.8,2.2100
1511.8,7.6800
1512.8,0.0000
1513.8,0.0000
1514.8,0.0000
1515.8,0.0000
1516.7,0.0000
1517.7,13.7300
1518.7,0.0000
1519.7,0.0000
1520.7,8.6900
1521.7,0.0000
1522.7,1.2400
1523.6,8.6300
1524.6,0.0000
1525.6,9.9000
1526.6,0.0000
1527.6,0.0000
1528.5,2.5800
1529.5,0.0000
1530.5,0.0000
1531.5,22.4300
1532.5,7.7600
1533.5,18.3100
1534.4,13.3200
1535.4,0.0000
1536.4,15.5300
1537.4,14.3000
1538.3,3.3200
1539.3,17.0200
1540.3,0.0000
1541.3,5.1700
1542.2,7.5800
1543.2,5.4300
1544.2,0.6500
1545.2,0.0000
1546.2,0.0000
1547.1,3.1400
1548.1,1.4900
1549.1,0.0000
1550.0,3.3800
1551.0,0.0000
1552.0,0.0000
1553.0,0.0000
1554.0,0.0000
1554.9,1.9100
1555.9,0.4200
1556.9,0.0000
1557.8,0.0000
1558.8,2.9200
1559.8,0.0000
1560.8,0.0000
1561.7,5.6600
1562.7,1.2900
1563.7,0.2300
1564.6,0.0000
1565.6,0.0000
1566.6,5.8100
1567.5,2.2500
1568.5,1.3500
1569.5,0.0000
1570.4,0.0000
1571.4,0.9500
1572.4,5.8600
1573.3,0.7600
1574.3,0.0000
1575.3,2.8700
1576.2,2.7300
1577.2,0.0000
1578.2,0.0000
1579.1,1.5300
1580.1,3.2900
1581.1,1.0200
1582.0,0.0000
1583.0,0.0000
1584.0,0.0000
1584.9,6.6700
1585.9,4.7700
1586.8,0.0000
1587.8,8.0400
1588.8,9.8400
1589.7,10.9800
1590.7,0.0000
1591.6,7.0000
1592.6,10.0200
1593.6,6.9400
1594.5,8.6100
1595.5,2.7900
1596.4,6.5000
1597.4,7.5000
1598.3,6.4400
1599.3,1.2900
1600.3,7.8100
1601.2,11.6000
1602.2,3.0800
1603.1,8.9300
1604.1,14.1000
1605.0,10.3700
1606.0,5.9400
1607.0,20.0500
1607.9,9.4300
1608.9,7.7400
1609.8,8.8000
1610.8,9.1800
1611.7,14.3800
1612.7,15.4500
1613.6,6.1500
1614.6,9.2900
1615.5,13.8200
1616.5,23.2100
1617.4,20.1300
1618.4,22.6000
1619.3,19.5100
1620.3,21.2800
1621.2,20.2700
1622.2,16.4700
1623.1,15.4600
1624.1,17.9300
1625.0,21.8000
1626.0,27.7800
1626.9,33.0700
1627.9,27.1600
1628.8,31.7500
1629.8,26.5300
1630.7,40.2600
1631.7,26.6000
1632.6,26.2900
1633.6,30.1900
1634.5,34.1100
1635.5,30.9700
1636.4,37.7200
1637.3,35.2900
1638.3,31.4400
1639.2,38.2000
1640.2,35.0500
1641.1,40.4100
1642.1,37.2600
1643.0,39.7900
1643.9,36.6300
1644.9,39.8700
1645.8,33.1500
1646.8,41.3800
1647.7,58.1800
1648.7,38.6100
1649.6,56.1500
1650.5,46.5500
1651.5,54.1100
1652.4,58.1100
1653.3,57.0900
1654.3,58.2200
1655.2,64.3800
1656.2,59.0400
1657.1,61.6100
1658.0,66.3500
1659.0,62.4500
1659.9,68.6400
1660.8,54.6100
1661.8,68.0400
1662.7,64.1200
1663.7,65.9800
1664.6,53.3500
1665.5,79.1600
1666.5,65.7900
1667.4,72.0200
1668.3,79.7200
1669.2,80.1600
1670.2,78.4000
1671.1,73.7200
1672.0,60.2700
1673.0,83.3500
1673.9,76.4700
1674.8,84.9500
1675.8,91.2500
1676.7,88.0200
1677.6,75.2400
1678.6,77.1400
1679.5,74.6300
1680.4,82.4200
1681.4,82.8500
1682.3,83.2800
1683.2,85.9300
1684.1,84.1500
1685.1,91.2500
1686.0,89.4700
1686.9,86.9400
1687.8,73.2800
1688.8,80.3900
1689.7,86.0200
1690.6,78.2700
1691.5,84.6600
1692.5,84.3500
1693.4,79.5600
1694.3,75.5100
1695.2,84.9100
1696.2,76.3600
1697.1,66.3000
1698.0,59.9700
1698.9,67.1300
1699.9,79.5700
1700.8,68.7200
1701.7,70.6400
1702.6,72.5700
1703.5,69.2200
1704.5,68.1300
1705.4,62.5100
1706.3,75.7700
1707.2,67.8700
1708.2,59.2000
1709.1,72.5000
1710.0,65.3300
1710.9,61.1800
1711.8,66.9200
1712.8,64.2900
1713.7,72.3200
1714.6,79.6100
